Name,item_category,item_brand,item_weight,item_type
"пюре фрутоняня яблочно-банановое с творогом для детей с 6 месяцев, 100г",Товары для мам и детей,фрутоняня,0.198 кг,пюре
"пюре фрутоняня из яблок и бананов для детей с 6 месяцев, 250г",Товары для мам и детей,фрутоняня,0.432 кг,пюре
"пюре фрутоняня брокколи кабачок для детей с 5 месяцев, 80г",Товары для мам и детей,фрутоняня,0.17 кг,пюре
"пюре фрутоняня из моркови для детей с 4 месяцев, 80г",Товары для мам и детей,фрутоняня,0.16 кг,пюре
"шампунь l'oreal elseve ""роскошь"" питательный 6 масел, 400мл","Красота, гигиена, бытовая химия",l'oreal,0.448 кг,шампунь
"напиток любимый вишневая черешня, 0,95л","Воды, соки, напитки",любимый,1.02 кг,напиток
"напиток 7-up вкус лимона и лайма, 0,33л","Воды, соки, напитки",7up,0.34 кг,напиток
"напиток 7up вкус мохито лайм и мята, 0,6л","Воды, соки, напитки",7up,0.664 кг,напиток
"колбаса клинский сырокопченая салями венская , 300г в/у","Птица, мясо, деликатесы",клинский мк,0.3 кг,колбаса
"колбаса клинский варено-копченая московская, 340г в/у","Птица, мясо, деликатесы",клинский мк,0.34 кг,колбаса
"колбаса клинский докторская вареная, 340г в/у","Птица, мясо, деликатесы",клинский мк,0.34 кг,колбаса
"колбаса клинский варено-копченая сервелат финский, 340г в/у","Птица, мясо, деликатесы",клинский мк,0.34 кг,колбаса
"колбаса клинский варено-копченая сервелат, 340г в/у","Птица, мясо, деликатесы",клинский мк,0.34 кг,колбаса
"сыр cheese gallery чеддер 50%, 150г нарезка","Молоко, сыр, яйца",cheese gallery,0.15 кг,сыр
"пюре peek-a-boo органическое из груш и манго для детей с 6 месяцев, 113г",Товары для мам и детей,peek-a-boo,0.12 кг,пюре
"пюре peek-a-boo органическое из яблок бананов и клубник для детей с 6 месяцев, 113г",Товары для мам и детей,peek-a-boo,0.12 кг,пюре
"пюре peek-a-boo из яблок для детей с 4 месяцев, 113г",Товары для мам и детей,peek-a-boo,0.12 кг,пюре
"пюре peek-a-boo из груш и яблок для детей с 5 месяцев, 113г",Товары для мам и детей,peek-a-boo,0.12 кг,пюре
"пюре peek-a-boo из яблок малины и черники для детей с 6 месяцев, 113г",Товары для мам и детей,peek-a-boo,0.12 кг,пюре
"пюре peek-a-boo из яблок бананов клубники с овсяной мукой для детей с 6 месяцев, 113г",Товары для мам и детей,peek-a-boo,0.12 кг,пюре
"пюре heinz телятинка для детей с 6 месяцев, 80г",Товары для мам и детей,heinz,0.148 кг,пюре
"пюре heinz яблоко груша сливки с 6 месяцев, 90г",Товары для мам и детей,heinz,0.1 кг,пюре
"пюре heinz яблоко груша творог с 6 месяцев, 90г",Товары для мам и детей,heinz,0.098 кг,пюре
"сыр mlekara sabac мягкий а ла каймак 70%, 150г","Молоко, сыр, яйца",mlekara sabac,0.15 кг,сыр
"сыр mlekara sabac мягкий а ла каймак 70%, 250г","Молоко, сыр, яйца",mlekara sabac,0.25 кг,сыр
"сыр ""vitalat"" маскарпоне мягкий 80%, 250г","Молоко, сыр, яйца",vitalat,0.25 кг,сыр
"зубная паста r.o.c.s. малина без мяты, 74г","Красота, гигиена, бытовая химия",r.o.c.s.,0.086 кг,зубная паста
"зубная паста r.o.c.s. uno whitening ""отбеливающая"", 74г","Красота, гигиена, бытовая химия",r.o.c.s.,0.086 кг,зубная паста
"зубная паста r.o.c.s. uno calcium кальций, 74г","Красота, гигиена, бытовая химия",r.o.c.s.,0.086 кг,зубная паста
"шампунь le petit marseillais для нормальных волос ""лен и молочко сладкого миндаля"", 250мл + гель для душа le petit mars","Красота, гигиена, бытовая химия",le petit marseillais,0.276 кг,шампунь
